,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
1380,NoBroker,Real Estate,Seed,30000000.0,Bengaluru,Online real estate rental startup,2020.0,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,
1381,Box8,Catering,Seed,4000000.0,Mumbai,Enables to order food online,2020.0,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",
1382,Capital Float,FinTech,Seed,15000000.0,Bengaluru,Online platform that provides working capital finance to SMEs,2020.0,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",
1383,ITILITE,Transportation,Series B,13000000.0,Bengaluru,Platform for business travel,2020.0,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",
1384,Morning Context,Digital Media,Seed,0.0,Delhi,A subscription-only digital media publisher,2020.0,Seed,Angel investors,
1385,Aavenir,SaaS,Seed,2000000.0,Ahmedabad,Source-to-Pay Software,2020.0,Ashish Bhandari,Accel,
1386,Savvy Co op,Healthcare,Seed,0.0,Delhi,It connects patients with healthcare companies,2020.0,Jen Horonjeff,Indie VC,
1387,BLive,Hospitality,Series A,0.0,Delhi,"It offers experiential, guided tours on smart electric bikes",2020.0,"Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,
1388,Yellow Messenger,AI,Series B,20000000.0,Bengaluru,It offers conversational chatbots,2020.0,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",
1389,Toch,Media and Entertainment,Seed,400000.0,Delhi,AI based Video object detection and Tagging platform,2020.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,
1390,Ewar,Gaming,Seed,200000.0,Bengaluru,E-sports and real-time gaming startup,2020.0,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",
1391,Setu,FinTech,Series A,14259000.0,Delhi,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020.0,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",
1392,Wellthy Therapeutics,Healthcare,Series A,4000000.0,Bengaluru,It offers a digital therapeutics service,2020.0,Abhishek Shah,Saama Capital,
1393,Power Gummies,Healthcare,Seed,0.0,Delhi,Offers health supplements related gummies,2020.0,Divij Bajaj,Venture Catalysts,
1394,Locale ai,ERP,Seed,0.0,Bengaluru,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020.0,"Rishabh Jain, Aditi Sinha",Better Capital,
1395,FarEye,Logistics,Series D,24500000.0,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020.0,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",
1396,Rebel Foods,Catering,Seed,50000000.0,Delhi,It runs internet kitchen,2020.0,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,
1397,BankBazaar,FinTech,Series D,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",
1398,Porter,Logistics,Series D,18370000.0,Mumbai,Logistics and fleet management,2020.0,"Pranav Goel, Uttam Digga",Lightstone Global Funds,
1399,SugarBox,IT,Seed,68525000.0,Mumbai,Hyperlocal data distribution platform,2020.0,Rohit Paranjpe,Zee Entertainment Enterprises Limited,
1400,Capital Float,FinTech,Series F,4800000.0,Bengaluru,Online platform that provides working capital finance to SMEs,2020.0,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",
1401,Big Basket,E-Commerce,Seed,60000000.0,Bengaluru,Online grocery store,2020.0,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,
1402,Amica,FinTech,Seed,2000000.0,Delhi,Neobanking startup,2020.0,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",
1403,Vedantu,EdTech,Series C,12500000.0,Bengaluru,Onine learning platform,2020.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,
1404,Fingerlix,Catering,Seed,1834000.0,Delhi,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020.0,"Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",
1405,Plop,IT,Seed,0.0,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020.0,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",
1406,Zupee,Gaming,Series A,8000000.0,Delhi,It runs live quiz tournaments on its app.,2020.0,"Malhi, Siddhant Saurabh",Matrix Partners,
1407,DeHaat,AgTech,Series A,12000000.0,Delhi,Online marketplace for farming services and products,2020.0,Shashank Kumar,Sequoia Capital India,
1408,Lido Learning,EdTech,Series B,7500000.0,Mumbai,Online teaching service,2020.0,Sahil Sheth,Bace Capital,
1409,Aye Finance,FinTech,Seed,23850000.0,Gurugram,A finance lender to SMEs,2020.0,"Vikram Jetley, Sanjay Sharma",Undisclosed,
1410,Swiggy,Catering,Series A,43000000.0,Bengaluru,Platform to order food online from restaurants and getting it delievered,2020.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",
1411,Akna Medical,Healthcare,Seed,7000000.0,Delhi,Provides supply solutions for surgical and pharmaceutical products.,2020.0,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada,
1412,Zomato,Catering,Seed,5000000.0,Gurugram,Online food delivery and restaurant discovery platform,2020.0,Deepinder Goyal,Pacific Horizon,
1413,RaRa Delivery,Logistics,Seed,800000.0,Delhi,Provides same day delivery service for ecommerce businesses,2020.0,Karan Bhardwaj,"Der Shing Lim, 500 startups",
1414,JusPay,FinTech,Series B,21600000.0,Bengaluru,Online payment solutions,2020.0,Vimal Kumar,Vostok Emerging Finance,
1415,Obviously AI,ERP,Seed,0.0,Delhi,It provides predictive insights to clients by leveraging their data,2020.0,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,
1416,Fingpay,FinTech,Series A,3500000.0,Mumbai,Provides payment solutions,2020.0,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,
1417,Recko,SaaS,Series A,6000000.0,Bengaluru,The platform enables AI-powered reconciliation of digital transactions,2020.0,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,
1418,Furlenco,E-Commerce,Seed,10000000.0,Bengaluru,Furniture rental startup,2020.0,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",
1419,Mera Cashier,FinTech,Seed,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020.0,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",
1420,Kitchens Centre,Unknown,Seed,500000.0,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020.0,Lakshay Jain,AngelList India,
1421,Camp K12,EdTech,Seed,4000000.0,Gurugram,It connects students with tutors online,2020.0,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",
1422,MedGenome,Healthcare,Series D,55000000.0,Bengaluru,Genetic diagnostic testing company,2020.0,Sam Santhosh,LeapFrog Investments,
1423,Ergos,AgTech,Seed,4598000.0,Bengaluru,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020.0,"Kishor Jha, Praveen Kumar",Aavishkar Capital,
1424,Nykaa,E-Commerce,Seed,13137000.0,Mumbai,Deals in cosmetic and wellness products,2020.0,Falguni Nayar,Steadview capital,
1425,Samadhan,Insurance,Seed,0.0,Delhi,They help find solutions to insurance related issues,2020.0,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,
1426,SaScan,Healthcare,Seed,0.0,Bengaluru,Cancer diagnostics startup,2020.0,Subhash Narayanan,Unicorn India ventures,
1427,Lido Learning,EdTech,Seed,3000000.0,Mumbai,Online teaching service,2020.0,Sahil Sheth,"Pecus Capital, Madhur Deora",
1428,CureFit,Fitness,Series D,115000000.0,Bengaluru,"Integrated platform for food, fitness and meditation.",2020.0,"Mukesh Bansal, Ankit Nagori",Temasek,
1429,Nimesa,SaaS,Seed,0.0,Bengaluru,Cloud data managemnt solutions enterprise,2020.0,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,
1430,Design X,IoT,Seed,200000.0,Noida,Builds IoT based products,2020.0,Preet Arjun Singh,ThinkNext LLC,
1431,Driftly Electric,Automotive,Seed,0.0,Bengaluru,Electric vehicle startup,2020.0,Sneha Roy,MG Motor India,
1432,Imstrong,Fitness,Seed,400000.0,Bengaluru,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020.0,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,
1433,Craftsvilla,Advertising,Seed,3900000.0,Mumbai,Online marketplace for ethnic wear,2020.0,Monica Gupta. Manoj Gupta,Supera Investments,
1434,Rupifi,FinTech,Seed,0.0,Bengaluru,Offers financial products for SMEs,2020.0,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",
1435,SnackAmor,Catering,Seed,0.0,Mumbai,It offers various healthy snacks,2020.0,Deepak Grover,Undisclosed,
1436,Zealthy,Healthcare,Seed,0.0,Bengaluru,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020.0,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",
1437,CoinDCX,FinTech,Series A,3000000.0,Delhi,A cryptocurrency trading platform,2020.0,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",
1438,NuNu TV,Media and Entertainment,Seed,670000.0,Delhi,Kids-focussed Youtube channel,2020.0,Seed,Risers Accelerators,
1439,QTalk,IT,Seed,1600000.0,Bengaluru,Smart Phone Dialer,2020.0,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",
1440,Shadez,Home Decor,Seed,100000.0,Mumbai,Paint Company,2020.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,
1441,Excess2Sell,E-Commerce,Seed,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,2020.0,Rajan Sharma,Gautham Madhavan,
1442,Stanplus,Healthcare,Series A,1500000.0,Hyderabad,Ambulance service,2020.0,Prabhdeep Singh,Pegasus FinInvest,
1443,Pitstop,Automotive,Series A,2500000.0,Bengaluru,Doorstep car service,2020.0,Mihir Mohan mishra,TPG-backed Group Landmark,
1444,Univariety,EdTech,Seed,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,2020.0,Jaideep Gupta,Info Edge,
1445,Peel Works,SaaS,Series C,42.22999954223633,Mumbai,E-commerce for corner/retail stores.,2020.0,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,
1446,CoreStack,IT,Series A,8500000.0,Chennai,Enterprise cloud governance technology startup,2020.0,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,
1447,Vivriti Capital,FinTech,Series B,50000000.0,Chennai,Digital lending startup,2020.0,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,
1448,Agnikul,Aerospace,Series A,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",2020.0,Srinath Ravichandran,pi Ventures,
1449,Fintso,FinTech,Seed,2600000.0,Delhi,Wealth management platform,2020.0,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",
1450,Khatabook,FinTech,Seed,0.0,Bengaluru,It helps SMEs to maintain their accounts and ledger online.,2020.0,Ravish Naresh,Mahendra Singh Dhoni,
1451,Smart Coin,FinTech,Series A,7000000.0,Delhi,Consumer lending startup,2020.0,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,
1452,ZunRoof,CleanTech,Series A,3000000.0,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",2020.0,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,
1453,Shop101,E-Commerce,Series C,3900000.0,Delhi,Enables entrepreneurs to sell online,2020.0,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",
1454,OM Bhakti,Legal,Seed,0.0,Bengaluru,A puja cotton-wicks manufacturing startup,2020.0,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,
1455,Lal10,E-Commerce,Seed,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,2020.0,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,
1456,Anaxee Digital Runner,IT,Seed,0.0,Indore,A tech-enabled ID verification and data collection startup,2020.0,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,
1457,CollegeKhabri,EdTech,Seed,0.0,Bhopal,Platform is an end-to-end college and career counselling platform for students,2020.0,Arshi Khan,Vishal Dixit,
1458,Ola Electric,Mobile Payment,Seed,1000000.0,Bengaluru,Electric vehicle,2020.0,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,
1459,Multi Living,Real Estate,Seed,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020.0,Pankaj Singh,Lodha Ventures,
1460,FamPay,FinTech,Seed,4700000.0,Bengaluru,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020.0,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",
1461,UnboxRobotics Labs,Automotive,Seed,500000.0,Bengaluru,Automated flexible parcel sorting solutions for logistics providers,2020.0,Pramod Ghadge,"Arali Ventures, CIIE.CO",
1462,Karbon Card,FinTech,Seed,2000000.0,Bengaluru,Specialisde corporate cards for startups,2020.0,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",
1463,Airmeet,Media and Entertainment,Seed,3000000.0,Bengaluru,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020.0,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,
1464,Innerchef,Catering,Seed,1000000.0,Gurgaon,Cloud kitchen platform,2020.0,Rajesh,Mistletoe,
1465,Epigamia,Legal,Series C,2558000.0,Mumbai,Flavoured and greek yoghurt brand,2020.0,Rohan Mirchandani,KA Enterprise,
1466,StyleNook,E-Commerce,Seed,0.0,Mumbai,Marketplace for fashionable apparel,2020.0,Lathika Pai,"Lead Angels Network, Stanford Angels",
1467,Callido Learning,EdTech,Seed,0.0,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,2020.0,Sriram Subramanian,Education Catalyst Fund,
1468,Soxytoes,E-Commerce,Seed,0.0,Delhi,Online store to buy various types of socks including funky and colorful socks,2020.0,"Vidushi Kajaria, Aayush Goenka",Angel network,
1469,F5,E-Commerce,Seed,0.0,Delhi,Retail Aggregator,2020.0,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,
1470,Paper Boat,Catering,Seed,4049500.0,Bengaluru,Ecommerce platform for beverages and snacks,2020.0,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",
1471,Strata,Facilities Support Services,Seed,1500000.0,Bengaluru,Real estate investment platform,2020.0,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",
1472,Salesken,AI,Series A,8000000.0,Bengaluru,Provides sales professionals with intelligence on various aspects of the sales pitch,2020.0,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,
1473,Arya,AgTech,Series B,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,2020.0,Prasanna Rao,LGT Lightstone Aspada,
1474,Leap Finance,FinTech,Seed,5500000.0,Bengaluru,Provides education loans to students based on the student’s future income,2020.0,"Vaibhav Singh, Arnav Kumar",Sequoia India,
1475,Sleepy Owl,Catering,Seed,0.0,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020.0,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,
1476,Tricog,Healthcare,Series B,10500000.0,Bengaluru,Provides virtual cardiology services through its AI-powered healthcare platforms,2020.0,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",
1477,GogoBus,Transportation,Seed,0.0,Delhi,Inter-City Mobility Startup,2020.0,Amit Gupta,Ixigo,
1478,Trell,E-Commerce,Series A,4000000.0,Bengaluru,Allows users to share their travel experiences,2020.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",
1479,Spaciya Consultants,Real Estate,Series A,500000.0,Noida,Real estate consultancy firms,2020.0,Ajit Panda,Alok Garg,
1480,Bounce,Automotive,Seed,6500000.0,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020.0,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,
1481,Neeman,E-Commerce,Series A,1000000.0,Delhi,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020.0,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,
1482,Chqbook,FinTech,Series A,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020.0,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,
1483,SMEcorner,FinTech,Series B,30000000.0,Mumbai,Financial lending firm to SMEs,2020.0,"Bhatia, Sneha Shah",Paragon Partners,
1484,Oda Class,EdTech,Series A,0.0,Bengaluru,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020.0,"Li Yong, Shushant Srivastava",Yuanfudao,
1485,Spinny,E-Commerce,Series B,43700000.0,Haryana,Used car retailing platform,2020.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",
1486,goStops,Real Estate,Seed,0.0,Delhi,A premium chain of youth hostels catering to the millennials,2020.0,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,
1487,Umeed Housing,FinTech,Series D,23000000.0,Haryana,Housing finance company,2020.0,Ashutosh Sharma,Morgan Stanley Private Equity Asia,
1488,Vogo,Automotive,Series C,20000000.0,Bengaluru,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,
1489,Flick Stree,AI,Series A,3000000.0,Mumbai,Artificial intelligence-based video publishing network,2020.0,Saurabh Singh,Samsung Venture Investment,
